Customer_Age,Gender,Dependent_count,Marital_Status,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
2.0651840744694594,-0.9540756452748309,-1.026528012993985,-0.9068504887387893,2.506216609056417,-0.5353696251537879,-0.3423898649771582,1.385780447294363,-0.13860839010139,1.4194353085641742,-0.7652628467535693,-1.1091806947560752,-0.24676853524039744,-0.8429957290710524,1.66527467581673,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,2.3146918078088956,-0.447342655267591,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-0.792936005670222,1.0481349198594627,-0.25551943676042477,0.6695225598297249,-1.1279722787356947,-1.1822313748795097,3.6585199015100263,-0.4167456527629764,-0.7170755709189169,-1.44483948634959,-0.04117228558487604,1.1084628609509357,-0.24676853524039744,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,2.044561703187149,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,-0.447342655267591,1.2345360748529446,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
0.946789260501758,-0.9540756452748309,1.286497715706696,0.6695225598297249,0.7517805942602253,0.7583538742976556,-0.3423898649771582,-0.4167456527629764,0.35999044066991576,-1.44483948634959,-0.10260854077480068,0.22977390491608238,-0.24676853524039744,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,2.044561703187149,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,2.2354228648323753,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-1.1657342769927892,1.0481349198594627,0.5154891394731357,-0.9068504887387893,-0.6267048459367827,0.7583538742976556,0.6578375766446379,0.4845173972656932,-0.758827439425838,-0.16387557548337395,-0.7681203469949611,-1.6949733321126441,-0.24676853524039744,-0.8429957290710524,1.66527467581673,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,2.0094687006282346,-0.43202295727940004,-0.447342655267591,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
0.076926627415768,1.0481349198594627,1.286497715706696,0.6695225598297249,-0.00012055493814269829,-0.5353696251537879,-1.3426173065989542,-0.4167456527629764,-0.7030848392556478,0.4050303618088472,-0.08060578891608348,0.6481972173136316,-0.24676853524039744,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,2.044561703187149,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,-0.447342655267591,1.2345360748529446,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-0.9172020961110777,1.0481349198594627,-0.25551943676042477,2.245895608398239,-0.5013879877370547,-1.8290931246052315,-0.3423898649771582,-0.4167456527629764,-0.5420261802658889,-0.5229897354660992,0.21143073575416296,1.0666205297111808,4.052380499101387,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,-0.447342655267591,1.2345360748529446,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
1.1953214413834694,-0.9540756452748309,-0.25551943676042477,-0.9068504887387893,-0.00012055493814269829,0.1114921245719338,-0.3423898649771582,0.4845173972656932,1.656391465971888,-0.15030081342217128,-0.7861225985157297,-1.2347076884753398,-0.24676853524039744,1.186245630333098,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,2.2354228648323753,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-1.5385325483153565,-0.9540756452748309,-0.25551943676042477,-0.9068504887387893,-0.00012055493814269829,0.7583538742976556,-1.3426173065989542,0.4845173972656932,-0.6291653042473522,0.9159350430213842,-0.07889128877124837,0.18793157367632746,-0.24676853524039744,1.186245630333098,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,2.3146918078088956,-0.447342655267591,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-0.6686699152293664,-0.9540756452748309,-1.026528012993985,2.245895608398239,-0.12543741313787068,1.4052156240233773,-0.3423898649771582,0.4845173972656932,1.2049425025382134,-0.4946061420654027,-0.8104113505675604,-0.9836537010368104,-0.24676853524039744,1.186245630333098,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,2.2354228648323753,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-0.6686699152293664,1.0481349198594627,1.286497715706696,0.6695225598297249,-0.12543741313787068,-0.5353696251537879,-1.3426173065989542,1.385780447294363,-0.6980173301492669,0.13847139769795833,0.10656047689508229,0.8574088735124062,-0.24676853524039744,1.186245630333098,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,-0.447342655267591,1.2345360748529446,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
1.5681197127060367,-0.9540756452748309,-1.7975365892275454,0.6695225598297249,1.5036817434585932,-1.1822313748795097,1.658065018266434,0.4845173972656932,-0.5351960592964189,-0.14413046703071553,-1.0644431220272954,-1.9878696507909286,-0.24676853524039744,-0.8429957290710524,1.66527467581673,-0.27245834819004877,-0.4891023824036017,-0.29745869527157914,2.0094687006282346,-0.43202295727940004,-0.447342655267591,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
0.6982570796200466,-0.9540756452748309,-0.25551943676042477,-0.9068504887387893,-0.2507542713375987,-0.5353696251537879,-0.3423898649771582,0.4845173972656932,0.29896000491045854,-1.44483948634959,-0.6581065877013751,-0.7325997135982808,4.052380499101387,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,-0.4891023824036017,3.3618112897557166,-0.4976439790713651,-0.43202295727940004,-0.447342655267591,-0.8100208818273036,0.26870460745022967,-0.10420650237755498,-0.04203313517091985,-0.24086358623829485
-0.5444038247885106,-0.9540756452748309,1.286497715706696,0.6695225598297249,-0.00012055493814269829,-1.1822313748795097,-0.3423898649771582,-1.318008702791646,2.868848101294246,1.3355185976403758,0.9783838005437339,1.1921475234304455,-0.24676853524039744,-0.8429957290710524,-0.6005015355857448,-0.27245834819004877,2.044561703187149,-0.29745869527157914,-0.4976439790713651,-0.43202295727940004,2.2354228648323753,-0.8100208818273036,-3.7215588131856796,-0.10420650237755498,-0.04203313517091985,4.151727604896925
